Smoothed X 2	Smoothed Y 2
732	-140.748191002235
733	-139.933702500264
734	-139.294283963665
735	-138.823013716862
736	-138.578528887754
737	-138.571845708191
738	-138.683238705521
739	-138.8077174783
740	-139.014645463675
741	-139.240806707094
742	-139.472916476056
743	-139.62657593449
744	-139.670837148825
745	-139.552611131693
746	-139.298544070423
747	-138.861747315327
748	-138.269741150066
749	-137.507054325119
750	-136.568125278379
751	-135.452793354491
752	-134.300644693996
753	-133.21505091702
754	-132.248655557483
755	-131.338483721813
756	-130.503942790926
757	-129.701966211399
758	-128.997818247005
759	-128.441056996882
760	-128.166140429005
761	-128.06701822944
762	-128.146439988862
763	-128.294560357457
764	-128.495287836343
765	-128.699019193227
766	-128.951874291872
767	-129.170546959291
768	-129.377930492684
769	-129.481864865199
770	-129.41696760724
771	-129.226239119396
772	-129.016196840753
773	-128.759270608947
774	-128.479687809199
775	-128.153474147221
776	-127.801050798595
777	-127.320073664362
778	-126.735381955033
779	-126.061880376215
780	-125.410894418508
781	-124.682550759589
782	-123.905389580851
783	-123.012757004003
784	-122.042752885297
785	-120.982966188714
786	-119.80504572014
787	-118.417647601565
788	-116.843218469247
789	-114.932056523015
790	-112.628533456201
791	-110.050533789992
792	-107.292419472213
793	-104.393267616257
794	-101.419921566198
795	-98.3725937590997
796	-95.3477957446874
797	-92.4602770681183
798	-89.7708336946369
799	-87.3516457760335
800	-85.2623828652998
801	-83.4184952041259
802	-81.8284726272027
803	-80.4954631748299
804	-79.5300084988525
805	-78.9293249352277
806	-78.6987210067114
807	-78.8326671164483
808	-79.2810029954464
809	-79.9124061460545
810	-80.7317779120058
811	-81.6368408436577
812	-82.4583562019468
813	-83.2331140863151
814	-83.9993032496175
815	-84.8045968292158
816	-85.7655669172606
817	-86.8550300930441
818	-87.8922790277253
819	-88.7491708291074
820	-89.3373062762867
821	-89.5870516742518
822	-89.539896534135
823	-89.227851131186
824	-88.7659019853672
825	-88.1156256563962
826	-87.2913858511548
827	-86.322821190109
828	-85.1954946321498
829	-83.832502073745
830	-82.2836759679021
831	-80.5456607571742
832	-78.7261254909884
833	-77.0680011116963
834	-75.7277020066232
835	-74.7925609251609
836	-74.2558757817746
837	-74.0721979417653
838	-74.1590424612662
839	-74.4596478728702
840	-74.9668739551555
841	-75.7549719731759
842	-76.7972705687831
843	-77.9858680336675
844	-79.2415227736533
845	-80.4202658339342
846	-81.3934206362069
847	-82.0785266960413
848	-82.4450482024998
849	-82.5031523069988
850	-82.2041042529047
851	-81.6068632596732
852	-80.7073120578379
853	-79.5946864892046
854	-78.312867970715
855	-76.9901581488799
856	-75.5998982810975
857	-74.2514417747409
858	-72.9928140734385
859	-71.9508402163536
860	-71.117786622867
861	-70.5980135517816
862	-70.3941609613598
863	-70.3883257247508
864	-70.3647287520767
865	-70.4334804163874
866	-70.5446691652637
867	-70.6105080244939
868	-70.6810529191544
869	-70.7402431174368
870	-70.5573883840691
871	-70.1461683750899
872	-69.5629259999346
873	-68.8192939732473
874	-67.9301935823014
875	-67.0121119868259
876	-65.9423401315014
877	-64.7093130915613
878	-63.3972947005432
879	-62.1081597350042
880	-60.78011585628
881	-59.5709890189271
882	-58.5296574865531
883	-57.5635459959259
884	-56.6493563821168
885	-55.9566872306417
886	-55.4175576873621
887	-54.8650396935642
888	-54.2965226823092
889	-53.6312013403079
890	-52.7980537172408
891	-51.8920284169416
892	-51.0608799934885
893	-50.2421281838666
894	-49.5008836556227
895	-48.7808078784496
896	-47.8268151783696
897	-46.6451392396292
898	-45.3433134022356
899	-43.9484919948628
900	-42.4547084758928
901	-41.0303904932241
902	-39.6893350889038
903	-38.4809251659364
904	-37.3749640722822
905	-36.3821084891509
906	-35.5390048130602
907	-34.762821952353
908	-34.036875921016
909	-33.4267450118066
910	-33.0512963158141
911	-32.9709601966292
912	-33.2509321167569
913	-33.8498464329045
914	-34.7293637113274
915	-35.7965408563366
916	-36.9416991344343
917	-38.1931796195359
918	-39.4801960143779
919	-40.8813593934312
920	-42.3072961101835
921	-44.0305903467379
922	-45.9091846957528
923	-47.8455944376511
924	-49.4860926051688
925	-51.0576824881554
926	-52.4425893072049
