Smoothed X1	Smoothed Y1	
298	-3.56842662791411
299	-3.85278543072442
300	-5.6317353785038
301	-7.62089165598154
302	-9.32972203542789
303	-9.92240420567493
304	-9.65425850028793
305	-8.89391374513507
306	-8.66142769530416
307	-8.75421652458608
308	-10.7286100715399
309	-14.0485525501271
310	-15.638608085985
311	-17.2578399260839
312	-18.0802064688255
313	-17.3032640912881
314	-14.1290691369524
315	-11.8313764019559
316	-8.85831460518141
317	-5.76874186992645
318	-2.56769741897782
319	-1.1569992074122
320	0.409511400386693
321	2.53384676327308
322	5.36200019717217
323	7.75552559308708
324	9.94706020466984
325	10.4280722334981
326	9.13797563798726
327	5.96439437183241
328	2.22091270623108
329	-1.6743443959703
330	-4.30260676542918
331	-6.56427602867285
332	-8.59161572704712
333	-10.1072220279525
334	-11.8739964156101
335	-14.4583705646296
336	-16.2971779943754
337	-15.8291299771518
338	-14.5345402040829
339	-11.2588173424204
340	-7.33170718240241
341	-3.7538828222702
342	-2.62601108513773
343	-2.82592903139691
344	-4.35505958149831
345	-7.09329660199583
346	-9.70825257015725
347	-11.121712091441
348	-12.9650507076333
349	-15.553770076111
350	-17.4917763886352
351	-19.6845487896353
352	-23.0549567108353
353	-25.8868108956764
354	-28.0196586149434
355	-29.3083926832924
356	-29.1241941322883
357	-26.9242418605834
358	-24.2633633485685
359	-21.1090896207839
360	-17.8906978656848
361	-15.5480707272887
362	-14.2647031009197
363	-13.6051382829746
364	-13.0307509349038
365	-12.508938757206
366	-11.6761589338382
367	-9.76702222041786
368	-8.36120227836073
369	-6.25577420778573
370	-4.53686071621875
371	-2.57934175729752
372	-1.38491577493648
373	0.134807458768288
374	1.39708927869797
375	2.61716126551231
376	3.80471613990764
377	4.25526143151025
378	5.10210843148331
379	4.92312146437665
380	4.52810190171003
381	1.73388690215846
382	-1.71482780190806
383	-6.40776923932135
384	-10.6504237821947
385	-14.9815110697101
386	-17.9661686189473
387	-19.6340768648932
388	-20.627870741114
389	-20.5766822899381
390	-20.2904468793422
391	-17.9469289810707
392	-15.0973947624365
393	-10.83789580067
394	-6.94796287578841
395	-2.8414060883224
396	0.394599245364468
397	2.77276814257105
398	4.27056671331326
399	4.0259333388259
400	3.96656919481854
401	2.8676158507665
402	1.44566866122186
403	-0.232743770256638
404	-0.907602752620975
405	-2.52043418375154
406	-4.46731973712643
407	-6.76596508262058
408	-9.0797126887987
409	-11.2369909827908
410	-12.7204302078734
411	-12.6255555160344
412	-11.4053018011153
413	-9.48290363599857
414	-8.61218593468269
415	-6.70506645130614
416	-5.71151829014222
417	-5.73367150351405
418	-6.18309981847803
419	-5.93166781490048
420	-5.97270447549721
421	-5.45469759417077
422	-5.26645178422332
423	-4.77335997422536
424	-4.58056110180914
425	-6.05318390143414
426	-8.25745513464014
427	-9.29127354013423
428	-10.7031893710295
429	-11.5859573821227
430	-11.4364257987589
431	-10.7543397560716
432	-10.8243035631875
433	-11.4090513687581
434	-11.7188791537037
435	-11.8311087798327
436	-12.729157632341
437	-13.3014069183419
438	-12.4724342392137
439	-10.9193500388414
440	-8.01219641168912
441	-3.89978153916697
442	0.468646446118754
443	5.65849479089181
444	10.377732597664
445	13.5255989346653
446	16.4739303360383
447	19.7055908774336
448	19.4985798870524
449	18.8027678960313
450	16.7152448231975
451	13.1102233412365
452	7.55744751691818
453	3.51436316855252
454	-0.924769808972876
455	-5.24799594394863
456	-8.5286907757322
457	-10.5100740684817
458	-11.2634453121573
459	-11.7824742686003
460	-10.97236319532
461	-10.2578962077697
462	-8.36009244658053
463	-7.00659925192595
464	-5.57366419968506
465	-4.25530166688065
466	-2.2332198775063
467	-1.40880235868196
468	-2.18862822329005
469	-2.36174509401123
470	-3.84173410125077
471	-5.33896563934783
472	-6.67390154972673
473	-6.57170025010904
474	-7.10307755420606
475	-6.10558084510267
476	-6.6571576209118
477	-7.26507775237163
478	-8.68165313166877
479	-11.1166760062178
480	-14.2016118966043
481	-16.4905984926969
482	-18.3991787665834
483	-19.3506772775203
484	-18.8925735453765
485	-18.2239922298739
486	-17.257260879005
487	-16.5132970528056
488	-16.0652436051518
489	-14.9393851961941
490	-12.3633222930133
491	-8.83525553618868
492	-4.04522619458536
493	0.872665384784339
494	5.31034324144324
495	8.81304577340682
496	9.36259228227039
497	8.0040210891515
498	5.85837423143287
499	2.12538316374024
500	-2.97811446251969
501	-7.35482252289852
502	-11.1002034116536
503	-15.0724253535271
504	-19.0246677870552
505	-22.2818261012435
506	-24.1534969809155
507	-25.2377114477257
508	-25.3152685822298
509	-23.7891069514056
510	-21.0453136734664
511	-18.3343938412766
512	-15.3891593078772
513	-13.356450143829
514	-11.5645579244941
515	-10.5622948898623
516	-11.4041956270734
517	-13.4168597622464
518	-14.3119111144294
519	-16.3201237260054
520	-18.7574012463292
521	-19.3711821461717
522	-19.5470956285795
523	-19.9872913714498
524	-18.7974088457723
525	-16.9587890461087
526	-15.5710481263697
527	-14.0657540113976
528	-13.1379967167974
529	-12.2313214737922
530	-11.418719548732
531	-10.7491459139933
532	-10.745283724616
533	-11.0869339422633
534	-12.3780243037889
535	-14.4893797347943
536	-17.9591781045
537	-21.6584791235626
538	-25.4142506727328
539	-30.5620199896395
540	-35.2023597287635
541	-37.8052352863053
542	-39.6793845539292
543	-40.0646959349513
544	-39.1048570310076
545	-39.3030862938613
546	-40.3992299277335
547	-40.8233112748712
548	-41.6101249117404
549	-41.0386063398172
550	-39.6326979464541
551	-37.3704872136315
552	-36.019791311274
553	-35.0388744916767
554	-34.5774132347355
555	-33.8356745891273
556	-33.3488043412566
557	-32.4818747643381
558	-31.5485421140989
559	-31.5628629626085
560	-30.4256474396835
561	-28.7765607923269
562	-27.083365758881
563	-25.4462951928377
564	-24.3274237329761
565	-23.941710291182
566	-23.2104304449012
567	-22.1446000572294
568	-21.040543634817
569	-18.4662225943059
570	-16.5296606911967
571	-16.0912202148388
572	-16.8956928549955
573	-18.1216782281796
574	-19.5744465933492
575	-21.7609270989895
576	-23.9853994359573
577	-26.3964436282714
578	-29.2633018439015
579	-33.3291949576388
580	-36.3501673681041
581	-39.1567689729234
582	-40.326549152409
583	-40.6796055551618
584	-39.7997888803482
585	-37.8257940951735
586	-36.387667072316
587	-35.2983031603197
588	-33.3605754684657
589	-30.8910196976115
590	-29.7203236589829
591	-27.8816844074676
592	-26.1483934911589
593	-26.3740912848463
594	-26.9620084006339
595	-28.2502090814213
596	-28.5059807921449
597	-29.3912085572879
598	-29.0179765654107
599	-28.5996985476464
600	-27.261176443845
601	-26.2413324452937
602	-23.6953666278472
603	-22.279822548603
604	-20.7413064867258
605	-19.5373294894894
606	-19.235190928479
607	-19.7747907623649
608	-19.9111759951959
609	-21.0529419386139
610	-22.7098502693077
611	-24.6472529316942
612	-27.8844747133553
613	-31.653892760103
614	-34.9819963593036
615	-37.8821193664024
616	-39.7140744493653
617	-41.0352417180936
618	-40.5137178342789
619	-39.4535825150708
620	-37.7620385436962
621	-35.8250157546252
622	-32.7004280413191
623	-30.6544779907912
624	-27.2674881875515
625	-24.3567754212767
626	-20.8862866972884
627	-18.5138788082947
628	-15.4585948087275
629	-14.8528714428345
630	-14.7939076947669
631	-16.5253746515761
632	-18.1682111968597
633	-20.8772918088983
634	-23.6518519110978
635	-25.3807467420896
636	-26.3979611996561
637	-26.9373905004313
638	-27.1101895329853
639	-26.3921589610477
640	-26.478462044398
641	-26.3644427023828
642	-25.4734712529927
643	-23.9649220976979
644	-22.0862636773537
645	-19.8625889503707
646	-16.789316192021
647	-15.4319091040641
648	-14.1806903777023
649	-14.5193720077475
650	-14.931771133095
651	-17.2443993620574
652	-19.2767333031942
653	-20.6448327853034
654	-20.0468054025124
655	-19.6887199316174
656	-18.3858865013967
657	-16.5602270423124
658	-16.1628593926628
659	-17.036440217495
660	-16.9840975647171
661	-16.6178518533707
662	-15.8701667696238
663	-14.7553219246368
664	-13.210313604027
665	-11.9425813863675
666	-11.036085988457
667	-10.7905918949594
668	-10.1796004469196
669	-10.4866988143573
670	-11.3945674435546
671	-13.8851344161977
672	-15.881890489161
673	-17.91241946506
674	-20.435246343414
675	-23.5106261113038
676	-25.3822458016376
677	-29.0263456049065
678	-34.0546144078175
679	-37.8224986360719
680	-39.4452987107138
681	-40.9843492653221
682	-40.3613399247328
683	-38.7142625615001
684	-37.1812123430272
685	-36.0495501914372
686	-34.2507730839153
687	-32.2125000407298
688	-30.546750164777
689	-28.9363333179305
690	-28.3236720619102
691	-28.9524082114299
692	-30.3855190298209
693	-31.7796252430727
694	-33.0611804799487
695	-34.1361923348159
696	-34.5761565593382
697	-35.0413930832098
698	-34.7190177575996
699	-33.365326433753
700	-31.4170986793935
701	-29.7147032550226
702	-27.5411730265866
703	-26.2051774855703
704	-26.3747012661149
705	-26.5927951847513
706	-26.8346092278759
707	-27.9968745117386
708	-29.9372185399135
709	-31.5076446079959
710	-34.6016141566137
711	-38.0662644109378
712	-41.0303057146569
713	-42.099533037593
714	-41.8614279231677
715	-39.9461596954614
716	-36.6715124278019
717	-33.2044683835159
718	-29.9856057379395
719	-26.6509219650179
720	-23.4087110422552
721	-21.0977747776856
722	-18.5575047186265
723	-16.8176588663211
724	-17.6440536505232
725	-19.5989857686063
726	-21.2884567587326
727	-24.3297992955893
728	-27.7371928418676
729	-30.5294473093003
730	-33.893015294522
731	-37.3462985303253
732	-40.0246119055897
733	-42.0023400209844
734	-43.3737095241745
735	-44.0048034117868
736	-45.6533919562896
737	-47.1267163680245
738	-48.3974048451831
739	-48.2363540654381
740	-46.8001209611694
741	-43.0640874935935
742	-38.6416359437009
743	-33.7490306815753
744	-30.5734220195562
745	-28.1071579366922
746	-25.2353938322514
747	-22.8435454921176
748	-21.1499319347242
749	-18.5677000638097
750	-17.2781943775713
751	-18.3473096506049
752	-21.0483471255749
753	-24.2036171016594
754	-29.2228452286372
755	-33.4535386002312
756	-37.0452177615215
757	-38.6460549324751
758	-39.8471973139793
759	-38.7190078088393
760	-37.4912223186344
761	-35.670770715177
762	-35.1024648747096
763	-33.9874292299151
764	-33.7289813532183
765	-33.8798457205295
766	-34.7314900507529
767	-35.1162377253175
768	-35.6594231744607
769	-36.3498081439485
770	-36.4637926996996
771	-35.6857541794578
772	-34.5314812942097
773	-32.6066514730453
774	-30.9410569835454
775	-27.7374578185379
776	-24.7478780291974
777	-23.2908093341937
778	-23.9586817100644
779	-24.7095410929372
780	-27.7178269314269
781	-30.8519199751317
782	-32.9267395418137
783	-33.3828563162436
784	-33.6012892819941
785	-34.2370250411332
786	-35.1600656586389
787	-34.4341449256986
788	-33.3371135326723
789	-31.6015908340613
790	-26.6757363837212
791	-20.9003927207241
792	-16.2115003533661
793	-13.2760738843431
794	-12.3655543432881
795	-13.2335845610748
796	-16.6635905897866
797	-21.4990819912404
798	-26.1220552357534
799	-29.9302260501931
800	-34.5349537499249
801	-38.045560997352
802	-40.3447446880241
803	-41.8854586119453
804	-42.9226076445232
805	-43.1030259249111
806	-41.4587098802129
807	-38.5151026688516
808	-34.5725843980908
809	-29.4953601042429
810	-22.743242725109
811	-16.7384958452234
812	-12.1304901827127
813	-9.64408860392866
814	-6.82243092780309
815	-4.9576267186552
816	-3.82653083888191
817	-2.3037384757151
818	0.380194359645272
819	1.37585425687335
820	1.19610935760043
821	1.02483524096511
822	0.522142610078081
823	-1.18843862451611
824	-3.15112760799624
825	-5.14014039436974
826	-6.65541093448796
827	-8.80258603654799
828	-11.0723676526298
829	-12.741905565684
830	-14.9879350719352
831	-18.6034933338562
832	-22.4917521141469
833	-25.4107836193094
834	-27.4249822836369
835	-28.5063526537269
836	-28.645128206412
837	-27.4716318747649
838	-25.6070978954434
839	-25.1251863883187
840	-24.1964304074645
841	-24.1303633329769
842	-24.739294201384
843	-26.2153574580947
844	-27.7624301288277
845	-30.2919532015919
846	-30.7454926583916
847	-31.1382984151443
848	-30.9904430852582
849	-29.262239117672
850	-27.2050511721521
851	-25.5899211656302
852	-23.8950180295855
853	-20.8669842087974
854	-18.0222235966474
855	-14.5422149274498
856	-12.189062038809
857	-9.31067913559573
858	-7.99595573234058
859	-8.35750025175508
860	-8.83230314180252
861	-9.86692547785736
862	-12.2166246994088
863	-14.8383125348637
864	-17.828870197013
865	-21.1155694628755
866	-22.5621177542954
867	-23.1836907101174
868	-23.5503393206745
869	-23.0766779625167
870	-23.1449259098619
871	-24.4212285303821
872	-25.7297139577567
873	-26.0573170968642
874	-26.296653209875
875	-25.5120531667024
876	-24.3064940497279
877	-22.0213500335812
878	-19.9236588125427
879	-17.5760663813601
880	-14.6091569555302
881	-12.641495863224
882	-11.9787350262204
883	-11.3427435516069
884	-10.5252287071198
885	-11.0330855832745
886	-10.4330109075953
887	-9.70911171585318
888	-11.1090629400064
889	-13.3229608201732
890	-15.520465645194
891	-17.963574649021
892	-19.6046055226276
893	-20.103277946636
894	-20.0517281763255
895	-19.0557825369139
896	-18.0845783532907
897	-17.4076731265833
898	-16.8672080114483
899	-17.2696741394698
900	-18.9411853525787
901	-21.251018938298
902	-23.8691142494479
903	-26.0758463891844
904	-26.5802334696054
905	-27.4624276254326
906	-26.83279302679
907	-25.4812453417728
908	-24.1290742173791
909	-21.5005923919379
910	-17.6190318543464
911	-13.3609156422317
912	-8.83433709529535
913	-4.75473424916462
914	-2.06681198825435
915	0.269218606501855
916	1.32857854639494
917	0.617540431395211
918	-0.890307556961936
919	-3.55862356747186
920	-6.25959835325674
921	-9.48932312379277
922	-12.2479309635857
923	-13.0602540222307
924	-13.0128230722
925	-13.7713795971125
926	-13.15302912953
927	-12.0209568178902
928	-11.3609742532173
929	-10.5413842308024
930	-9.28605835797882
931	-7.77685928208129
932	-7.27836095107095
933	-7.6656063303351
934	-8.87893865046398
935	-10.1973700325936
936	-11.6874522662411
937	-12.8617834452539
938	-13.4243913872788
939	-13.547249503682
940	-13.4886584080755
941	-14.2384899175415
942	-14.1515784294655
943	-13.6385391415407
944	-12.5391174272944
945	-11.3133426200598
946	-10.132883201167
947	-8.99942163613932
948	-8.18043102423346
949	-8.50044234382606
950	-8.63701807198422
951	-9.02750565769768
952	-10.5034148777524
953	-12.2827092651277
954	-13.7578559987247
955	-15.2474845567097
956	-16.2779941843201
957	-16.9565123220284
958	-17.7835074170182
959	-18.7028684585044
960	-20.0012520366658
961	-21.9236317382504
962	-24.5403649453073
963	-26.9247568801045
964	-28.908701794967
965	-31.1838392950594
966	-33.8938701894134
967	-35.6459426734596
968	-37.316412893931
969	-39.1118145493169
970	-40.8206660206119
971	-41.3845195576548
972	-41.3583490572869
973	-40.4478960584849
974	-38.830761496971
975	-36.9079139797637
976	-34.5070140292247
977	-32.5705143919835
978	-31.6549295872449
979	-30.831973291561
980	-30.9739705583701
981	-32.3782738758872
982	-34.1562047123909
983	-35.5857635101924
984	-37.5243126147737
985	-37.8462539768467
986	-37.7314405446251
987	-37.5047573816031
988	-36.5588512400786
989	-36.4448424275964
990	-36.9939868309845
991	-36.7354197698335
992	-35.8787954583764
993	-35.4660323901723
994	-35.4640064723789
995	-35.582069598635
996	-36.204688599954
997	-38.1047913558781
998	-40.610124577706
999	-41.5247585715105
1000	-43.4176000020156
1001	-44.5990935721745
1002	-44.8186580705146
1003	-44.5889039660493
1004	-44.9436555892229
1005	-43.9176692417512
1006	-43.695807463179
1007	-43.6874538227915
1008	-42.7078199175497
1009	-41.9752930935472
1010	-40.9809615763525
1011	-40.3070443482448
1012	-39.35732464691
1013	-39.5726991206407
1014	-39.7436961092055
1015	-39.5379753338794
1016	-40.108984234184
1017	-40.8666784115135
1018	-41.2350139586876
1019	-40.2976428630451
1020	-39.8201418504119
1021	-36.611471873646
1022	-33.6258076116442
1023	-30.8033084051062
1024	-28.6849041036019
1025	-27.2123261911173
1026	-27.7666960824281
1027	-28.1230612536271
1028	-29.2521118546525
1029	-32.2178847562521
1030	-35.7781398842732
1031	-39.3229260988533
1032	-43.862999378393
1033	-48.4343068242073
1034	-52.5900102651367
1035	-55.3497864617655
1036	-58.0546749643981
1037	-58.7983723141253
1038	-57.6435136107107
1039	-55.0071732754508
1040	-52.0429515960316
1041	-47.3681693005065
1042	-43.8955154012888
1043	-41.545365410919
1044	-39.0306267100076
1045	-37.9926007115592
1046	-38.6594890755911
1047	-39.57450839368
1048	-42.4096659563482
1049	-46.5215810477733
1050	-49.8622657532493
1051	-53.9035182145734
1052	-58.5788791272789
1053	-61.5414274798085
1054	-63.9675120027115
1055	-66.576090753451
1056	-68.1130777940154
1057	-68.4678868191937
1058	-68.1679460794975
1059	-67.7695840225865
1060	-65.5355138185123
1061	-62.9534220922738
1062	-60.7316853735596
1063	-59.45558935528
1064	-57.3782723029454
1065	-57.0576183393597
1066	-56.5741438063482
1067	-56.2949231535196
1068	-56.5598540452619
1069	-56.8038950623323
1070	-57.1102218552182
1071	-59.3993376719455
1072	-61.1242664943139
1073	-62.4633867163211
1074	-64.313543011869
1075	-67.1948050902536
1076	-67.9993513831248
1077	-68.9709835562855
1078	-69.509314532578
1079	-70.3483740317325
1080	-69.1160537003229
1081	-68.8236018116275
1082	-68.1531065599372
1083	-68.2631565575798
1084	-66.9426473344366
1085	-66.1388398459802
1086	-64.8743430760999
1087	-65.0718759564062
1088	-64.4512346494943
1089	-64.7875946187725
1090	-66.0979450610777
1091	-67.9850404933095
1092	-68.5542928374062
1093	-68.2730569163958
1094	-67.590109062319
1095	-66.7697370362779
1096	-64.8304188689838
1097	-63.2905174235503
1098	-62.4761278439313
1099	-62.4908559458951
1100	-60.97729619431
1101	-58.9792283544938
1102	-56.5091724131256
1103	-54.1630753275007
1104	-50.8763543684036
1105	-49.7551733061671
1106	-50.7553762033582
1107	-53.0958533088366
1108	-56.3651554225633
1109	-61.8897846372177
1110	-66.5026199781646
1111	-71.330851808687
1112	-75.3771976420035
1113	-78.1945291921496
1114	-80.7670559570193
1115	-83.7220880005509
1116	-85.7001696004222
1117	-87.9141551612566
1118	-89.4570321702709
1119	-89.5489162229001
1120	-87.8567746488998
1121	-84.6736701720705
1122	-81.0305911144862
1123	-78.135336141785
1124	-75.8156703930348
1125	-74.5466487613817
1126	-74.6826557959119
1127	-75.1800012333939
1128	-76.0956702033679
1129	-76.3035113717119
1130	-75.9255175210535
1131	-76.2534245279928
1132	-75.8116534437984
1133	-75.2301079720259
1134	-76.3321881795923
1135	-77.7876408225546
1136	-78.29663146846
1137	-78.4984555681546
1138	-77.682486899818
1139	-75.7121510870755
1140	-73.9131189321478
1141	-71.8906763876478
1142	-70.7472298542658
1143	-70.9770673764249
1144	-71.3129905134439
1145	-71.4977302079399
1146	-73.0791922433923
1147	-74.4810379835466
1148	-75.6056210170189
1149	-76.0821643145134
1150	-77.1245514828712
1151	-77.6466477591544
1152	-78.5683956661572
1153	-80.1347088813781
1154	-82.83003732798
1155	-84.9896344972153
1156	-86.4132867385944
1157	-86.059671236823
1158	-84.5374486462523
1159	-81.7247535258531
1160	-78.655788237229
1161	-75.2245533203085
1162	-73.4029668814192
1163	-72.2623939216137
1164	-71.9658191762864
1165	-71.9918152440339
1166	-72.6502390860269
1167	-73.1231490124017
1168	-73.8341769073158
1169	-73.4933028248449
1170	-73.1919113299499
1171	-73.7656685763349
1172	-73.9472413245588
1173	-74.0037531758348
1174	-75.12493513152
1175	-76.7631298051526
1176	-77.3467631587138
1177	-77.1295329468946
1178	-76.9380508226653
1179	-76.3822649641583
1180	-75.8431928731501
1181	-75.3640222717076
1182	-76.4460669148713
1183	-77.5895015579959
1184	-78.8017143968493
1185	-80.1656689091275
1186	-82.1824697885662
1187	-83.9056159675121
1188	-84.938837326318
1189	-85.7379951525479
1190	-85.6868836960445
1191	-85.6725742913783
1192	-84.5515146539857
1193	-83.8335159130394
1194	-83.0315501994143
1195	-81.7826118928691
1196	-79.1410177083065
1197	-77.5627048359563
1198	-75.5872765519967
1199	-73.2869333335509
1200	-71.6966644049932
1201	-70.9041479505598
1202	-69.5343230556697
1203	-68.80702553913
1204	-68.8350600180526
1205	-69.967044172436
1206	-71.095556771631
1207	-72.0809359314541
1208	-72.446116444096
1209	-72.6801523275673
1210	-70.6429144044717
1211	-68.2931943751871
1212	-65.5080802014718
1213	-62.1867180251827
1214	-58.3736503091951
1215	-55.5461344135304
1216	-53.4002379943927
1217	-52.6280473402391
1218	-51.9061658687889
1219	-51.5759212252994
1220	-51.9966049240281
1221	-51.7158513184637
1222	-51.0729406464845
1223	-51.2730179450164
1224	-51.8557902384549
1225	-52.8774687046806
1226	-54.2142647517224
1227	-55.519141249607
1228	-57.3438401071976
1229	-59.2332670670003
1230	-59.7455035358667
1231	-60.9550568350901
1232	-62.5536769008885
1233	-63.4732993548115
1234	-64.6360029918452
1235	-66.0058324865997
1236	-66.07132340086
1237	-65.8702512128899
1238	-66.0859379616876
1239	-66.1406508378684
1240	-65.084525815025
1241	-64.2910002784183
1242	-63.4701198901981
1243	-61.8571013208479
1244	-60.7022066997985
1245	-61.1492536501338
1246	-62.2669449585179
1247	-64.0252534024417
1248	-66.4286240566522
1249	-67.7611591437211
1250	-68.322860333696
1251	-69.3319456698994
1252	-69.1088587636749
1253	-68.0668026284625
1254	-66.9067960501959
1255	-65.5987005117039
1256	-63.1744595461835
1257	-61.8742174651474
1258	-61.7026709160457
1259	-62.0193516608328
1260	-61.9435717628648
1261	-63.2069803735862
1262	-64.2124655275295
1263	-64.7320960662017
1264	-66.0652877631287
1265	-68.3716632804523
1266	-69.8775821124514
1267	-71.3855280312399
